date,open,high,low,close,volume,split_ratio,daily_return,log_return,ma_5,ma_20,ma_50,volatility_20,momentum_10,momentum_20,price_range,true_range
2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,27278000,0.0,,,,,,,,,0.016212658926678367,
2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,23408000,0.0,-0.005231342883399326,-0.005245074267569193,,,,,,,0.019412168098177522,1.321502685546875
2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,46768000,0.0,0.026654131070351195,0.026305098246419623,,,,,,,0.03385291585086186,2.365997314453125
2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,34330000,0.0,-0.0019316234763153695,-0.0019334914668329972,,,,,,,0.008558466576535714,0.5970001220703125
2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,35314000,0.0,0.007117691110558599,0.007092479906869984,69.28159942626954,,,,,,0.013679305218140175,0.96099853515625
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,33200000,0.0,0.010497965371679463,0.0104432443728015,69.7927001953125,,,,,,0.013008966616570314,1.1819992065429688
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,26258000,0.0,0.00645864643553562,0.006437878751435592,70.46710052490235,,,,,,0.010735056432405835,0.766998291015625
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,30730000,0.0,0.0077469622519656944,0.00771710862405621,70.88930053710938,,,,,,0.011187213910299903,0.8054962158203125
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,26076000,0.0,-0.006555420407420187,-0.006577001543094785,71.24410095214844,,,,,,0.010387376053475462,0.7430038452148438
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,21550000,0.0,0.006018442720213235,0.00600040423337515,71.58570098876953,,,,,,0.006336871700109235,0.5094985961914062
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,26080000,0.0,0.007615399629832265,0.007586548854946034,71.88940124511718,,,,0.059531888236736163,,0.007378546343035064,0.5750045776367188
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,52424000,0.0,0.02024596767871789,0.02004374300850668,72.39500122070312,,,,0.08666786882273247,,0.01622143643755862,1.5194931030273438
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,48930000,0.0,0.0018452623929707812,0.0018435619877957966,72.81720123291015,,,,0.06040878152383322,,0.013270436276272963,0.9835052490234375
