date,open,high,low,close,volume,split_ratio,dividend,daily_return,log_return,ma_5,ma_20,ma_50,volatility_20,momentum_10,momentum_20,price_range,true_range
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,135480400,0.0,0.0,,,,,,,,,0.01801233078798346,
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,146322800,0.0,0.0,-0.00972203551987938,-0.00976960306049766,,,,,,,0.013717468556417865,1.0199966430664062
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,118387200,0.0,0.0,0.007968245219206693,0.00793666639423103,,,,,,,0.02404933872131139,1.8024978637695312
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,108872000,0.0,0.0,-0.0047030460371630944,-0.004714140155944748,,,,,,,0.011461452268051486,0.8549957275390625
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,132079200,0.0,0.0,0.016086288271489613,0.015958274951065204,74.95800018310547,,,,,,0.024011341801099755,1.8199996948242188
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,170108400,0.0,0.0,0.021240813976545425,0.021018372269413728,75.42200012207032,,,,,,0.013661403617362426,1.80999755859375
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,140644800,0.0,0.0,0.0022607036734636488,0.0022581521277163447,76.06699981689454,,,,,,0.01424294660195559,1.1050033569335938
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,121532000,0.0,0.0,0.02136437073337283,0.021139351847751234,76.925,,,,,,0.01867747850622151,1.6850051879882812
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,161954400,0.0,0.0,-0.013503277683875936,-0.013595276063127494,77.63949890136719,,,,,,0.01727003333431584,1.3499984741210938
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,121923600,0.0,0.0,-0.004285519922216707,-0.0042947290828305364,78.0469985961914,,,,,,0.019110979241400868,1.4875030517578125
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,108829200,0.0,0.0,0.012526478905240834,0.012448671661775561,78.32749786376954,,,,0.049575441412601506,,0.01145164313213132,1.0900039672851562
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,137816400,0.0,0.0,0.011070996257037002,0.011010161368047904,78.74749908447265,,,,0.07161355221416876,,0.011734038545041264,0.93499755859375
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,110843200,0.0,0.0,-0.006776907061324833,-0.006799974572640368,78.72799987792969,,,,0.055937358952898864,,0.009539719315793928,0.7549972534179688
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,101832400,0.0,0.0,0.003569526034268966,0.003563170396134458,78.97900085449218,,,,0.064713953586365,,0.008435607720514708,0.8549957275390625
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,104472000,0.0,0.0,0.004815859995308536,0.0048043008382272516,79.37350158691406,,,,0.05290414728639248,,0.012248233335044528,0.9775009155273438
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,146537600,0.0,0.0,-0.002881976618964499,-0.002886137509897144,79.527001953125,,,,0.02803343519329271,,0.018252639260958995,1.4524993896484375
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,161940000,0.0,0.0,-0.029405250929448234,-0.029846252008602123,79.03800201416016,,,,-0.0044467967162207245,,0.022301291013519402,3.3574981689453125
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,162234000,0.0,0.0,0.02828933448469395,0.02789658121117404,79.09400177001953,,,,0.0023031644561095632,,0.019547330439595677,2.3624954223632812
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,216229200,0.0,0.0,0.020932336067801982,0.020716264770759222,79.4260009765625,,,,0.0372905332455975,,0.019948206492432754,2.5400009155273438
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,126743200,0.0,0.0,-0.0014491004070108504,-0.0014501513684274283,79.65800018310547,78.00912513732911,,,0.040245387443566205,,0.01648808601722561,1.3974990844726562
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,199588400,0.0,0.0,-0.04433873334381144,-0.04535175229956047,79.21800079345704,78.12362518310547,,0.28064707161180324,-0.018176565937874423,0.030497764194991728,0.04649279078811094,3.8949966430664062
