date,open,high,low,close,volume,dividend,daily_return,log_return,ma_5,ma_20,ma_50,volatility_20,momentum_10,momentum_20,price_range,true_range
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,22622100,0.0,,,,,,,,,0.014942061819472427,
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,21116200,0.0,-0.012451749849331062,-0.01252992248844579,,,,,,,0.011915265715725923,2.55999755859375
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,20813700,0.0,0.0025848170138100812,0.0025814821198036687,,,,,,,0.01628630834786163,2.5900115966796875
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,21634100,0.0,-0.009117757400316062,-0.009159578554510661,,,,,,,0.01491300176050286,2.3499908447265625
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,27746500,0.0,0.0159283822672307,0.01580285677730281,159.18799743652343,,,,,,0.017802524634333294,3.220001220703125
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,21385000,0.0,0.012492972988635387,0.012415579716335562,159.48199768066405,,,,,,0.007341615573397799,2.1300048828125
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,20725900,0.0,-0.004627059145812851,-0.004637797120281234,160.0259979248047,,,,,,0.012644158864671922,2.040008544921875
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,21626500,0.0,0.01202431192165987,0.011952594214714654,160.8759979248047,,,,,,0.01255513882339484,2.0500030517578125
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,23477400,0.0,-0.007043078791535318,-0.007067998346828014,161.78599853515624,,,,,,0.011595662901332586,1.8800048828125
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,21417900,0.0,0.006476208976417874,0.006455328437733667,162.40399780273438,,,,,,0.008395607174155923,1.80999755859375
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,23865400,0.0,0.018323358422406733,0.018157508577595575,163.21999816894532,,,,0.03455362483175617,,0.013299673456217229,3.0600128173828125
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,34371700,0.0,0.005596725912127454,0.005581122433516232,164.37200012207032,,,,0.053461172912425914,,0.012208309218481561,2.040008544921875
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,29517200,0.0,-0.0035907006678619346,-0.003597162706974679,165.01600036621093,,,,0.04697227741962107,,0.010570629222972973,1.760009765625
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,24138800,0.0,-0.00480482313368058,-0.0048164034053490914,165.72999877929686,,,,0.05152935031624861,,0.010923433015802562,1.8100128173828125
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,19680800,0.0,0.00615572897553851,0.006136859871728367,166.43800048828126,,,,0.04141423595774851,,0.009177055950662273,1.529998779296875
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,24918100,0.0,-0.010076822950272901,-0.010127937804124522,166.21199951171874,,,,0.018199747145978495,,0.01866215436469894,3.0800018310546875
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,32078100,0.0,-0.016723186010138114,-0.01686459726670999,165.247998046875,,,,0.005826220792999326,,0.019595809455823135,4.839996337890625
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,24899900,0.0,0.019595809455823066,0.01940628352297309,165.03999938964844,,,,0.013351347077831699,,0.016257627665089053,3.4799957275390625
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,34754500,0.0,0.01559281075533403,0.015472492008181751,165.50799865722655,,,,0.036452157067361046,,0.018209936210740556,3.2899932861328125
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,51597500,0.0,0.028207603442907514,0.027817095518468043,166.71999816894532,163.6874984741211,,,0.05883077910531398,,0.01886798118218083,6.010009765625
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,36142700,0.0,-0.014758670388782091,-0.01486866313735421,167.75799865722655,164.16799850463866,,0.20589388697788072,0.024432795350132652,0.05983066182600827,0.016565776515339956,3.1999969482421875
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,30107000,0.0,0.0243788360420083,0.024086415272345885,170.1779998779297,164.95599899291992,,0.21070964425984928,0.04356671761452269,0.09935701835056543,0.02351190497024545,4.2700042724609375
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,36433300,0.0,0.03291656195463699,0.032386414324049054,173.10999755859376,166.01049880981446,,0.2327738543299775,0.08180177247560061,0.13261646544536232,0.0240395400201824,6.2599945068359375
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,39186300,0.0,-0.001221414760532169,-0.0012221612954885824,175.48199768066405,167.12649841308593,,0.22744223027561264,0.08569702600946738,0.14164228840001858,0.03218451074247625,5.7899932861328125
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,27751400,0.0,0.0207338027397288,0.020521783092364045,177.6519989013672,168.30349884033203,,0.23063368045194763,0.10142756440916756,0.14704234545197714,0.02047600972414357,3.920013427734375
2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,33529100,0.0,0.0014158606977212607,0.001414859312067205,180.38399963378907,169.39349899291992,,0.23047507511239443,0.11421477744994224,0.1344932046658438,0.017129855705740778,3.1500091552734375
2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,35844300,0.0,0.026156928460267848,0.02582068676831739,183.247998046875,170.7614990234375,,0.23670933835835412,0.16280501828741634,0.1695797770631664,0.029623722460493117,5.589996337890625
2020-02-11,190.64999389648438,190.6999969482422,183.5,184.44000244140625,53159900,0.0,-0.022575487947699258,-0.022834215626603337,184.11199951171875,171.81949920654296,,0.2596001882252029,0.11471047357299757,0.12959335999696475,0.03903706816816767,7.1999969482421875
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,47062900,0.0,0.0014639138412868569,0.0014628433640164803,185.07400207519532,172.9484992980957,,0.2555526432309592,0.09920265468797806,0.13927096250552462,0.021655567400830474,4.0
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,35295800,0.0,-0.005413891850207575,-0.005428600072526545,185.09000244140626,173.975,,0.25912821947676745,0.06325968290190764,0.1258120784382959,0.018289698370023172,3.3600006103515625
2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,23149500,0.0,0.008927109736612149,0.00888749865956437,185.3820037841797,174.93400039672852,,0.2553535218810231,0.08882107005499096,0.11542401243255695,0.01489079943209481,2.760009765625
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,27792200,0.0,0.010142916439794813,0.010091822268325099,185.08800354003907,175.94049987792968,,0.25586242732659487,0.07368958874248266,0.12046671986087931,0.011750237667278849,2.3499908447265625
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,29997500,0.51,0.00026706752603145034,0.0002670318698479846,185.6560028076172,176.97949981689453,,0.25434121081966593,0.039751298335595875,0.12480479747325446,0.009130667803417128,1.709991455078125
2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,36862400,0.0,-0.015271254960450786,-0.015389061482316387,185.5980010986328,177.91549987792968,,0.26282089768741596,0.025125094084559985,0.11297526593528229,0.03334776031637538,6.17999267578125
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,48572600,0.0,-0.03161263360231614,-0.032123099854546006,184.5739990234375,178.50899963378907,,0.2939163856319396,-0.027446541474190234,0.07119718708179512,0.03499636109614481,7.1699981689453125
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,68311100,0.0,-0.04311549978238349,-0.04407258424051576,181.68199768066407,178.80149993896484,,0.33486281732814294,-0.07069443712626278,0.03544599092035439,0.06624148495903413,15.360000610351562
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,68073300,0.0,-0.016501796919080047,-0.016639468220355873,177.85,179.09100036621095,,0.33469991287779643,-0.10932692081432283,0.03567912613061064,0.04277980679524952,7.19000244140625
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,56206100,0.0,0.012494738818423112,0.012417323756338796,174.4279998779297,179.32649993896484,,0.3306639179718839,-0.0773693563411999,0.028466041725860647,0.02967613473178219,5.1899871826171875
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,93174900,0.0,-0.0704589858504926,-0.07306434783498994,169.17999877929688,178.83349990844727,,0.41318999223693936,-0.14363062678668714,-0.05867651157044673,0.05721332324440958,12.19000244140625
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,97012700,0.0,0.024212934684508358,0.02392444902779363,165.86399841308594,178.2949996948242,,0.40945436261698237,-0.11812101363008243,-0.062333628594465784,0.07227953281223702,11.710006713867188
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,71030800,0.0,0.06653909724589258,0.0644189176533839,166.2439971923828,178.4229995727539,,0.4746970546402492,-0.06776375723650208,0.015038463389796197,0.06140402235436086,10.910003662109375
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,71677000,0.0,-0.047919434579672404,-0.04910562022911927,165.53199462890626,177.92949905395508,,0.4966844981145217,-0.12134808384958651,-0.056600585500668155,0.07744213676108702,12.740005493164062
