ticker,records,start_date,end_date,mean_return,volatility,max_drawdown
AAPL,1006,2020-01-02,2023-12-29,0.0011605951356745037,0.1441012723637339,0.7589811447398869
MSFT,1006,2020-01-02,2023-12-29,0.001057924274179389,0.14616260589640553,0.802266151593062
GOOGL,1006,2020-01-02,2023-12-29,0.000933524972973322,0.2548506431803468,0.970402175928263
AMZN,1006,2020-01-02,2023-12-29,0.000749814310678522,0.18963806732875513,1.103792906677962
TSLA,1006,2020-01-02,2023-12-29,0.003069743498491851,0.3344802995219303,10.523985587296027
