date,open,high,low,close,volume,split_ratio,daily_return,log_return,ma_5,ma_20,ma_50,volatility_20,momentum_10,momentum_20,price_range,true_range
2020-01-02,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,0.0,,,,,,,,,0.017839746252009236,
2020-01-03,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000,0.0,-0.012139034655920922,-0.012213314472679244,,,,,,,0.01157350911306114,1.6754989624023438
2020-01-06,93.0,95.18450164794922,93.0,95.14399719238281,81236000,0.0,0.01488557393050649,0.014775871094842,,,,,,,0.022959952413310097,2.1845016479492188
2020-01-07,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,80898000,0.0,0.0020916204156393725,0.002089436023074214,,,,,,,0.011458695259377642,1.0925064086914062
2020-01-08,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,70160000,0.0,-0.007808640261289357,-0.007839287338238396,94.7468994140625,,,,,,0.012981225021100126,1.2280044555664062
2020-01-09,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,63346000,0.0,0.0047991747864684076,0.0047876954600311996,94.77729949951171,,,,,,0.011583050940782765,1.2924957275390625
2020-01-10,95.26850128173828,95.34700012207031,94.0,94.15799713134766,57074000,0.0,-0.009410596802031268,-0.009455156242405702,94.85919952392578,,,,,,0.014305743145654285,1.3470001220703125
2020-01-13,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,55616000,0.0,0.004322578245699482,0.0043132627393767525,94.74340057373047,,,,,,0.009094279999457838,0.8600006103515625
2020-01-14,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,68818000,0.0,-0.011558211718052602,-0.011625527046359843,94.36920013427735,,,,,,0.015277317292276691,1.6375045776367188
2020-01-15,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,57932000,0.0,-0.003969126548924895,-0.003977024437111101,94.06969909667968,,,,,,0.012765700445483029,1.1884994506835938
2020-01-16,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,0.0,0.00854991102959346,0.008513567549042408,93.8386001586914,,,,-0.010574172842102603,,0.010420996763863434,1.1785049438476562
2020-01-17,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516,79946000,0.0,-0.00703966144232826,-0.007064556764163625,93.65420074462891,,,,-0.005466721756525517,,0.015761054525098503,1.4694976806640625
2020-01-21,93.25,94.7135009765625,93.0,94.5999984741211,74156000,0.0,0.014629525206926841,0.014523546068980422,93.66119995117188,,,,-0.005717635734409421,,0.018113118437641917,1.7135009765625
2020-01-22,94.80449676513672,95.125,94.16699981689453,94.37300109863281,64326000,0.0,-0.0023995494624704516,-0.0024024329949913796,93.84140014648438,,,,-0.010173806122176221,,0.010151210324489165,0.9580001831054688
2020-01-23,94.25550079345703,94.4990005493164,93.63800048828125,94.22899627685547,49692000,0.0,-0.0015259112256781338,-0.0015270766138826273,94.06699981689454,,,,-0.0039060537300144027,,0.00913731542364561,0.8610000610351562
2020-01-24,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,0.0,-0.012172426638861644,-0.012247117354347815,93.90399932861328,,,,-0.020730619138192408,,0.025541939293356866,2.3774948120117188
2020-01-27,91.0,92.05000305175781,90.76699829101562,91.41699981689453,70570000,0.0,-0.01788746376771211,-0.018049378179086813,93.54019927978516,,,,-0.02911061617665378,,0.014034640857958662,2.31500244140625
2020-01-28,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,0.0,0.01362436592451366,0.013532388730052893,93.15269927978515,,,,-0.020118478487471836,,0.015157187554624325,1.4885025024414062
2020-01-29,93.19999694824219,93.73750305175781,92.7509994506836,92.9000015258789,41760000,0.0,0.0025630978623367717,0.002559818728975466,92.85809936523438,,,,-0.006119464603778657,,0.010618983690752804,1.0750045776367188
2020-01-30,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203125,126548000,0.0,0.006824489189870775,0.00680130777131683,92.71909942626954,93.90067443847656,,,0.00465084872211885,,0.011899405596618772,1.1129989624023438
